symbol,interval,variant_id,direction,threshold,regime,volume_multiplier,atr_max_pct,tp_pct,sl_pct,time_stop_min,weekly_loss_stop_pct,score,return_1d,return_7d,return_30d,return_60d,return_90d,return_180d,return_365d,dd_365d,pf_365d,trades_365d
JASMYUSDT,1h,short_th40_wide_vm1.5_atr0.05_tp0.035_sl0.08_t1440_wk0,short,40,wide,1.5,0.05,0.035,0.08,1440,,492.2252245914367,0.9717489144257296,4.4593101070046215,-4.752033429838853,6.005254884469569,22.42962620899325,62.63651226535703,324.25200433151804,18.815280030298446,1.7994621986238155,157
JASMYUSDT,1h,short_th40_wide_vm1.5_atr0.05_tp0.035_sl0.08_t2880_wk0,short,40,wide,1.5,0.05,0.035,0.08,2880,,490.95448860168875,0.9717489144257296,5.293236531756795,3.043836823184143,4.385415936440662,21.636910474079542,51.14380594680181,295.22539373593656,14.740293503933334,1.7275355083365023,127
JASMYUSDT,1h,short_th40_wide_vm1.5_atr0.025_tp0.035_sl0.08_t2880_wk0,short,40,wide,1.5,0.025,0.035,0.08,2880,,464.63100981751904,0.9717489144257296,5.293236531756795,3.043836823184143,4.385415936440662,21.636910474079542,51.14380594680181,269.22747971354613,14.740293503933358,1.7058311908845518,125
JASMYUSDT,1h,short_th40_wide_vm1.5_atr0.025_tp0.035_sl0.08_t1440_wk0,short,40,wide,1.5,0.025,0.035,0.08,1440,,464.00612063847086,0.9717489144257296,4.4593101070046215,-4.752033429838853,6.005254884469569,22.42962620899325,62.63651226535703,296.34472077319754,18.81528003029845,1.7786741723141286,155
JASMYUSDT,1h,short_th40_wide_vm1.5_atr0.05_tp0.05_sl0.08_t1440_wk0,short,40,wide,1.5,0.05,0.05,0.08,1440,,462.0731344737321,0.9717489144257296,2.6519768250955256,-8.178404824527874,2.942186787043033,24.55994686845413,55.16746140464688,298.2956308898988,18.978313342697017,1.7707819847179915,144
JASMYUSDT,1h,short_th40_wide_vm1.5_atr0.025_tp0.05_sl0.08_t1440_wk0,short,40,wide,1.5,0.025,0.05,0.08,1440,,443.0309784316106,0.9717489144257296,2.6519768250955256,-8.178404824527874,2.942186787043033,24.55994686845413,55.16746140464688,279.4701183200409,18.97831334269702,1.7563390865670845,143
JASMYUSDT,1h,short_th40_wide_vm1.5_atr0.05_tp0.035_sl0.08_t720_wk0,short,40,wide,1.5,0.05,0.035,0.08,720,,435.63583442348096,1.00674987629632,7.189021242695937,-3.678233621977145,4.454057764541597,19.21582691027506,34.610998432140775,268.77868621836933,11.124301268664508,1.6999973454094934,215
JASMYUSDT,1h,short_th40_base_vm1.5_atr0.05_tp0.05_sl0.08_t1440_wk0,short,40,base,1.5,0.05,0.05,0.08,1440,,430.00668277961904,1.1302466482873808,5.7749602724318505,-2.3415680014278517,12.68911894307967,16.805140683218255,42.11114682672712,257.8550460495983,13.346455823879417,2.1285889268138067,103
MANAUSDT,5m,short_th50_base_vm1.5_atr0.025_tp0.01_sl0.04_t720_wk0,short,50,base,1.5,0.025,0.01,0.04,720,,414.34471921083593,1.3128032604945439,8.93524314434817,-3.1210894356580976,4.556846911823498,52.440603740174026,140.6703050829654,211.59700318936672,20.448511854210825,1.2452974081045258,835
MANAUSDT,5m,short_th50_base_vm1.5_atr0.05_tp0.01_sl0.04_t720_wk0,short,50,base,1.5,0.05,0.01,0.04,720,,414.34471921083593,1.3128032604945439,8.93524314434817,-3.1210894356580976,4.556846911823498,52.440603740174026,140.6703050829654,211.59700318936672,20.448511854210825,1.2452974081045258,835
ANKRUSDT,1h,short_th50_base_vm1.5_atr0.025_tp0.05_sl0.08_t2880_wk0,short,50,base,1.5,0.025,0.05,0.08,2880,,399.18985470183384,0.5077610157576684,5.493951039749412,0.5686967090008377,8.566596947743976,8.128400129798807,36.347004378684034,198.83894568846796,13.133581758442519,2.643205999031653,68
ANKRUSDT,1h,short_th50_base_vm1.5_atr0.05_tp0.05_sl0.08_t2880_wk0,short,50,base,1.5,0.05,0.05,0.08,2880,,335.8347147603284,0.5077610157576684,5.493951039749412,0.5686967090008377,8.566596947743976,-0.5668532950391048,25.382523674567835,174.80751303198426,13.484192251263494,2.2621891068717552,69
